img_num,prediction type,scribbles mode,scribbles bin,suffix,class_1_pix_gt,class_2_pix_gt,pix_labelled,class_1_pix_labelled,class_2_pix_labelled,pix_in_img,perc. labelled,accuracy,image,ground truth,scribbles,prediction
3,convpaint,all,0.1,a,124721,71375,177,116,61,196096,0.09026191253263707,0.9373878100522193,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00100_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00100_a.png
3,ilastik,all,0.1,a,124721,71375,177,116,61,196096,0.09026191253263707,0.8278190274151436,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00100_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00100_a.png
3,convpaint,all,0.25,a,124721,71375,467,297,170,196096,0.23814866187989556,0.9293917265013055,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00250_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00250_a.png
3,ilastik,all,0.25,a,124721,71375,467,297,170,196096,0.23814866187989556,0.9312377610966057,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00250_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00250_a.png
3,convpaint,all,0.5,a,124721,71375,950,610,340,196096,0.4844565926892951,0.9446801566579635,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00500_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_00500_a.png
3,ilastik,all,0.5,a,124721,71375,950,610,340,196096,0.4844565926892951,0.9448739392950392,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_00500_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_00500_a.png
3,convpaint,all,1.0,a,124721,71375,1932,1231,701,196096,0.9852317232375979,0.9404016400130548,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_01000_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_convpaint_all_01000_a.png
3,ilastik,all,1.0,a,124721,71375,1932,1231,701,196096,0.9852317232375979,0.9229968994778068,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_scribbles_all_01000_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/003_ilastik_all_01000_a.png
4,convpaint,all,0.01,a,115615,80481,15,9,6,196096,0.007649314621409922,0.6108487679503917,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_scribbles_all_00010_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_convpaint_all_00010_a.png
4,ilastik,all,0.01,a,115615,80481,15,9,6,196096,0.007649314621409922,0.5361047650130548,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_scribbles_all_00010_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ilastik_all_00010_a.png
4,convpaint,all,0.025,a,115615,80481,40,26,14,196096,0.02039817232375979,0.9183665143603134,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_scribbles_all_00025_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_convpaint_all_00025_a.png
4,ilastik,all,0.025,a,115615,80481,40,26,14,196096,0.02039817232375979,0.8280638054830287,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_scribbles_all_00025_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ilastik_all_00025_a.png
4,convpaint,all,0.05,a,115615,80481,90,57,33,196096,0.04589588772845953,0.9286420936684073,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_img.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_ground_truth.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_scribbles_all_00050_a.png,/home/rschwob/cellpose_scribbles_test/cellpose_train_imgs/004_convpaint_all_00050_a.png
