img_num,prediction type,scribbles mode,scribbles bin,suffix,max_class_pix_gt,min_class_pix_gt,pix_labelled,max_class_pix_labelled,min_class_pix_labelled,pix_in_img,perc. labelled,accuracy,scribbles,prediction
8,dino,all,1.5,w3,99419,12157,9711,190993,493,200704,4.838468590561225,0.9345105229591837,/home/rschwob/scribbles_tests/food_results/run03/0008_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0008_dino_all_01500_w3.png
24,convpaint_l-0_s-1,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.423126220703125,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1_all_00050_w3.png
24,convpaint_l-0_s-1-2,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.3851470947265625,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2_all_00050_w3.png
24,convpaint_l-0_s-1-2-4,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.4022878011067708,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2-4_all_00050_w3.png
24,convpaint_l-0_s-1-2-4-8,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.4439341227213542,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2-4-8_all_00050_w3.png
24,convpaint_l-0-2_s-1,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.4197133382161458,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1_all_00050_w3.png
24,convpaint_l-0-2_s-1-2,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.423797607421875,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2_all_00050_w3.png
24,convpaint_l-0-2_s-1-2-4,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.4592081705729167,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2-4_all_00050_w3.png
24,convpaint_l-0-2_s-1-2-4-8,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.4441731770833333,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2-4-8_all_00050_w3.png
24,ilastik,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.2971293131510417,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_ilastik_all_00050_w3.png
24,dino,all,0.05,w3,87328,22534,380,196228,50,196608,0.19327799479166669,0.8116811116536459,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00050_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_dino_all_00050_w3.png
24,convpaint_l-0_s-1,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5833028157552084,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1_all_00300_w3.png
24,convpaint_l-0_s-1-2,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5588226318359375,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2_all_00300_w3.png
24,convpaint_l-0_s-1-2-4,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5597279866536459,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2-4_all_00300_w3.png
24,convpaint_l-0_s-1-2-4-8,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5491129557291666,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1-2-4-8_all_00300_w3.png
24,convpaint_l-0-2_s-1,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5898081461588541,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1_all_00300_w3.png
24,convpaint_l-0-2_s-1-2,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5603129069010416,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2_all_00300_w3.png
24,convpaint_l-0-2_s-1-2-4,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5738169352213541,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2-4_all_00300_w3.png
24,convpaint_l-0-2_s-1-2-4-8,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.5691986083984375,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0-2_s-1-2-4-8_all_00300_w3.png
24,ilastik,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.4867757161458333,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_ilastik_all_00300_w3.png
24,dino,all,0.3,w3,87328,22534,1947,194661,240,196608,0.99029541015625,0.912506103515625,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_00300_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_dino_all_00300_w3.png
24,convpaint_l-0_s-1,all,1.5,w3,87328,22534,10355,186253,1237,196608,5.266825358072916,0.7482706705729166,/home/rschwob/scribbles_tests/food_results/run03/0024_scribbles_all_01500_w3.png,/home/rschwob/scribbles_tests/food_results/run03/0024_convpaint_l-0_s-1_all_01500_w3.png
