img,prediction tag,prediction type,layers,scalings,t_features,t_pred,t_tot
300,dino,DINOv2,-,-,1.9388887882232666,0.38872551918029785,2.3276143074035645
400,convpaint_l-0_s-1,convpaint,0,1,0.008004188537597656,0.7375664710998535,0.7697107791900635
400,convpaint_l-0_s-1-2,convpaint,0,1-2,0.018004417419433594,0.5789518356323242,0.6699557304382324
400,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.026043415069580078,0.5435647964477539,0.6815218925476074
400,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.03206300735473633,0.5799252986907959,0.7558574676513672
400,convpaint_l-0-2_s-1,convpaint,0-2,1,0.0599517822265625,0.5606751441955566,0.6646723747253418
400,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.08400249481201172,0.6161706447601318,0.8201158046722412
400,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.09336614608764648,0.6653361320495605,0.9765515327453613
400,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.11834478378295898,0.7519590854644775,1.1613214015960693
400,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.10800528526306152,0.655928373336792,0.9127798080444336
400,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,0.1640031337738037,1.0040154457092285,1.5131354331970215
400,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,0.19201278686523438,0.8845422267913818,1.5588905811309814
400,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,0.2058413028717041,1.0079891681671143,1.8458364009857178
400,ilastik,classical filters,-,-,0.0822150707244873,0.3152134418487549,0.3974285125732422
400,dino,DINOv2,-,-,0.3662869930267334,0.25512003898620605,0.6214070320129395
500,convpaint_l-0_s-1,convpaint,0,1,0.004952907562255859,0.23624491691589355,0.25931763648986816
500,convpaint_l-0_s-1-2,convpaint,0,1-2,0.009967327117919922,0.27570581436157227,0.328385591506958
500,convpaint_l-0_s-1-2-4,convpaint,0,1-2-4,0.02004098892211914,0.27394914627075195,0.3560791015625
500,convpaint_l-0_s-1-2-4-8,convpaint,0,1-2-4-8,0.020098447799682617,0.35051465034484863,0.4560718536376953
500,convpaint_l-0-2_s-1,convpaint,0-2,1,0.03993105888366699,0.3050038814544678,0.37000250816345215
500,convpaint_l-0-2_s-1-2,convpaint,0-2,1-2,0.06030702590942383,0.3692009449005127,0.5026533603668213
500,convpaint_l-0-2_s-1-2-4,convpaint,0-2,1-2-4,0.06033635139465332,0.3960692882537842,0.5692980289459229
500,convpaint_l-0-2_s-1-2-4-8,convpaint,0-2,1-2-4-8,0.08338165283203125,0.44197797775268555,0.6751129627227783
500,convpaint_l-0-2-5_s-1,convpaint,0-2-5,1,0.07649517059326172,0.3869771957397461,0.5425219535827637
500,convpaint_l-0-2-5_s-1-2,convpaint,0-2-5,1-2,0.09790349006652832,0.48862242698669434,0.7774004936218262
500,convpaint_l-0-2-5_s-1-2-4,convpaint,0-2-5,1-2-4,0.1272447109222412,0.5997664928436279,0.9960348606109619
500,convpaint_l-0-2-5_s-1-2-4-8,convpaint,0-2-5,1-2-4-8,0.11935615539550781,0.7420508861541748,1.221123218536377
500,ilastik,classical filters,-,-,0.05725836753845215,0.18728876113891602,0.24454712867736816
500,dino,DINOv2,-,-,0.21183466911315918,0.21506500244140625,0.42689967155456543
